Cidade,Transportadora,UF,Prazo,Capital/Interior
SAO GONCALO DO PARA,RODONAVES,MG,11,INTERIOR
SAO SEBASTIAO DO OESTE,RODONAVES,MG,11,INTERIOR
ALTO FELIZ,RODONAVES,RS,10,INTERIOR
ANTONIO PRADO,RODONAVES,RS,8,INTERIOR
BOM PRINCIPIO,RODONAVES,RS,8,INTERIOR
CAMBARA DO SUL,RODONAVES,RS,12,INTERIOR
CAXIAS DO SUL,RODONAVES,RS,7,INTERIOR
CRIUVA,RODONAVES,RS,12,INTERIOR
FARROUPILHA,RODONAVES,RS,7,INTERIOR
FAZENDA SOUZA,RODONAVES,RS,12,INTERIOR
FELIZ,RODONAVES,RS,10,INTERIOR
FLORES DA CUNHA,RODONAVES,RS,8,INTERIOR
HARMONIA,RODONAVES,RS,10,INTERIOR
IPE,RODONAVES,RS,8,INTERIOR
NOVA PADUA,RODONAVES,RS,8,INTERIOR
NOVA PETROPOLIS,RODONAVES,RS,9,INTERIOR
NOVA ROMA DO SUL,RODONAVES,RS,12,INTERIOR
OTAVIO ROCHA,RODONAVES,RS,8,INTERIOR
SANTA LUCIA DO PIAI,RODONAVES,RS,12,INTERIOR
SAO MARCOS,RODONAVES,RS,8,INTERIOR
SAO SEBASTIAO DO CAI,RODONAVES,RS,8,INTERIOR
SAO VENDELINO,RODONAVES,RS,12,INTERIOR
TUPANDI,RODONAVES,RS,10,INTERIOR
VALE REAL,RODONAVES,RS,10,INTERIOR
VILA CRISTINA,RODONAVES,RS,8,INTERIOR
VILA OLIVA,RODONAVES,RS,12,INTERIOR
VILA SECA,RODONAVES,RS,12,INTERIOR
AMARAL FERRADOR,RODONAVES,RS,12,INTERIOR
ARAMBARE,RODONAVES,RS,12,INTERIOR
BARAO DO TRIUNFO,RODONAVES,RS,10,INTERIOR
CAMAQUA,RODONAVES,RS,8,INTERIOR
CERRO GRANDE DO SUL,RODONAVES,RS,10,INTERIOR
CHUVISCA,RODONAVES,RS,10,INTERIOR
CRISTAL,RODONAVES,RS,12,INTERIOR
DOM FELICIANO,RODONAVES,RS,10,INTERIOR
MARIANA PIMENTEL,RODONAVES,RS,10,INTERIOR
SENTINELA DO SUL,RODONAVES,RS,10,INTERIOR
SERTAO SANTANA,RODONAVES,RS,10,INTERIOR
TAPES,RODONAVES,RS,10,INTERIOR
CORINTO,RODONAVES,MG,13,INTERIOR
CURVELO,RODONAVES,MG,9,INTERIOR
FELIXLANDIA,RODONAVES,MG,13,INTERIOR
INIMUTABA,RODONAVES,MG,11,INTERIOR
ALVORADA DE MINAS,RODONAVES,MG,17,INTERIOR
AUGUSTO DE LIMA,RODONAVES,MG,17,INTERIOR
BUENOPOLIS,RODONAVES,MG,17,INTERIOR
COUTO DE MAGALHAES DE MINAS,RODONAVES,MG,17,INTERIOR
DATAS,RODONAVES,MG,17,INTERIOR
DIAMANTINA,RODONAVES,MG,17,INTERIOR
FELICIO DOS SANTOS,RODONAVES,MG,17,INTERIOR
GOUVEIA,RODONAVES,MG,17,INTERIOR
JOAQUIM FELICIO,RODONAVES,MG,17,INTERIOR
MONJOLOS,RODONAVES,MG,17,INTERIOR
MORRO DA GARCA,RODONAVES,MG,17,INTERIOR
PRESIDENTE JUSCELINO,RODONAVES,MG,17,INTERIOR
PRESIDENTE KUBITSCHEK,RODONAVES,MG,17,INTERIOR
SANTO ANTONIO DO ITAMBE,RODONAVES,MG,17,INTERIOR
SANTO HIPOLITO,RODONAVES,MG,17,INTERIOR
SAO GONCALO DO RIO PRETO,RODONAVES,MG,17,INTERIOR
SENADOR MODESTINO GONCALVES,RODONAVES,MG,17,INTERIOR
SERRA AZUL DE MINAS,RODONAVES,MG,17,INTERIOR
SERRO,RODONAVES,MG,17,INTERIOR
TRES MARIAS,RODONAVES,MG,17,INTERIOR
ABELARDO LUZ,RODONAVES,SC,11,INTERIOR
AGUAS DE CHAPECO,RODONAVES,SC,8,INTERIOR
AGUAS FRIAS,RODONAVES,SC,11,INTERIOR
ARVOREDO,RODONAVES,SC,11,INTERIOR
BOM JESUS,RODONAVES,SC,11,INTERIOR
BOM JESUS DO OESTE,RODONAVES,SC,9,INTERIOR
CAIBI,RODONAVES,SC,8,INTERIOR
CAXAMBU DO SUL,RODONAVES,SC,11,INTERIOR
CHAPECO,RODONAVES,SC,7,INTERIOR
CORDILHEIRA ALTA,RODONAVES,SC,7,INTERIOR
CORONEL FREITAS,RODONAVES,SC,11,INTERIOR
CORONEL MARTINS,RODONAVES,SC,11,INTERIOR
CUNHATAI,RODONAVES,SC,8,INTERIOR
ENTRE RIOS,RODONAVES,SC,11,INTERIOR
FAXINAL DOS GUEDES,RODONAVES,SC,11,INTERIOR
FORMOSA DO SUL,RODONAVES,SC,11,INTERIOR
GALVAO,RODONAVES,SC,11,INTERIOR
GUATAMBU,RODONAVES,SC,11,INTERIOR
IPUACU,RODONAVES,SC,11,INTERIOR
IRATI,RODONAVES,SC,11,INTERIOR
JARDINOPOLIS,RODONAVES,SC,11,INTERIOR
JUPIA,RODONAVES,SC,12,INTERIOR
LAJEADO GRANDE,RODONAVES,SC,11,INTERIOR
MAREMA,RODONAVES,SC,11,INTERIOR
MODELO,RODONAVES,SC,9,INTERIOR
MONDAI,RODONAVES,SC,8,INTERIOR
NOVA ERECHIM,RODONAVES,SC,7,INTERIOR
NOVA ITABERABA,RODONAVES,SC,11,INTERIOR
OURO VERDE,RODONAVES,SC,11,INTERIOR
PAIAL,RODONAVES,SC,11,INTERIOR
PALMITOS,RODONAVES,SC,8,INTERIOR
PASSOS MAIA,RODONAVES,SC,11,INTERIOR
PINHALZINHO,RODONAVES,SC,7,INTERIOR
PLANALTO ALEGRE,RODONAVES,SC,11,INTERIOR
PONTE SERRADA,RODONAVES,SC,11,INTERIOR
QUILOMBO,RODONAVES,SC,11,INTERIOR
RIQUEZA,RODONAVES,SC,8,INTERIOR
SALTINHO,RODONAVES,SC,9,INTERIOR
SANTIAGO DO SUL,RODONAVES,SC,11,INTERIOR
SAO CARLOS,RODONAVES,SC,8,INTERIOR
SAO DOMINGOS,RODONAVES,SC,11,INTERIOR
SAUDADES,RODONAVES,SC,7,INTERIOR
SERRA ALTA,RODONAVES,SC,9,INTERIOR
SUL BRASIL,RODONAVES,SC,9,INTERIOR
UNIAO DO OESTE,RODONAVES,SC,11,INTERIOR
VARGEAO,RODONAVES,SC,11,INTERIOR
XANXERE,RODONAVES,SC,7,INTERIOR
XAXIM,RODONAVES,SC,7,INTERIOR
BOITUVA,RODONAVES,SP,6,INTERIOR
CERQUILHO,RODONAVES,SP,6,INTERIOR
CESARIO LANGE,RODONAVES,SP,7,INTERIOR
CONCHAS,RODONAVES,SP,6,INTERIOR
GUAREI,RODONAVES,SP,11,INTERIOR
IPERO,RODONAVES,SP,6,INTERIOR
JUMIRIM,RODONAVES,SP,6,INTERIOR
LARANJAL PAULISTA,RODONAVES,SP,6,INTERIOR
MARISTELA,RODONAVES,SP,7,INTERIOR
PEREIRAS,RODONAVES,SP,6,INTERIOR
PORANGABA,RODONAVES,SP,11,INTERIOR
PORTO FELIZ,RODONAVES,SP,6,INTERIOR
QUADRA,RODONAVES,SP,10,INTERIOR
TATUI,RODONAVES,SP,6,INTERIOR
TIETE,RODONAVES,SP,6,INTERIOR
TORRE DE PEDRA,RODONAVES,SP,11,INTERIOR
BARROSO,RODONAVES,MG,7,INTERIOR
DORES DE CAMPOS,RODONAVES,MG,7,INTERIOR
PRADOS,RODONAVES,MG,9,INTERIOR
ARATIBA,RODONAVES,RS,11,INTERIOR
AUREA,RODONAVES,RS,11,INTERIOR
BARAO DE COTEGIPE,RODONAVES,RS,8,INTERIOR
BARRA DO RIO AZUL,RODONAVES,RS,11,INTERIOR
BENJAMIN CONSTANT DO SUL,RODONAVES,RS,11,INTERIOR
CAMPINAS DO SUL,RODONAVES,RS,9,INTERIOR
CARLOS GOMES,RODONAVES,RS,11,INTERIOR
CENTENARIO,RODONAVES,RS,11,INTERIOR
CRUZALTENSE,RODONAVES,RS,11,INTERIOR
ENTRE RIOS DO SUL,RODONAVES,RS,11,INTERIOR
EREBANGO,RODONAVES,RS,11,INTERIOR
ERECHIM,RODONAVES,RS,7,INTERIOR
ERVAL GRANDE,RODONAVES,RS,11,INTERIOR
ESTACAO,RODONAVES,RS,8,INTERIOR
FAXINALZINHO,RODONAVES,RS,11,INTERIOR
FLORIANO PEIXOTO,RODONAVES,RS,11,INTERIOR
GAURAMA,RODONAVES,RS,11,INTERIOR
GETULIO VARGAS,RODONAVES,RS,8,INTERIOR
IBIACA,RODONAVES,RS,11,INTERIOR
IPIRANGA DO SUL,RODONAVES,RS,11,INTERIOR
ITATIBA DO SUL,RODONAVES,RS,11,INTERIOR
JACUTINGA,RODONAVES,RS,9,INTERIOR
MARCELINO RAMOS,RODONAVES,RS,11,INTERIOR
MARIANO MORO,RODONAVES,RS,11,INTERIOR
PAULO BENTO,RODONAVES,RS,9,INTERIOR
PONTE PRETA,RODONAVES,RS,11,INTERIOR
QUATRO IRMAOS,RODONAVES,RS,11,INTERIOR
SAO VALENTIM,RODONAVES,RS,11,INTERIOR
SERTAO,RODONAVES,RS,11,INTERIOR
SEVERIANO DE ALMEIDA,RODONAVES,RS,11,INTERIOR
TRES ARROIOS,RODONAVES,RS,11,INTERIOR
VIADUTOS,RODONAVES,RS,11,INTERIOR
EXTREMA,RODONAVES,MG,6,INTERIOR
ITAPEVA,RODONAVES,MG,6,INTERIOR
JOANOPOLIS,RODONAVES,SP,10,INTERIOR
MUNHOZ,RODONAVES,MG,16,INTERIOR
TOLEDO,RODONAVES,MG,16,INTERIOR
VARGEM,RODONAVES,SP,10,INTERIOR
ALEXANDRITA,RODONAVES,MG,11,INTERIOR
APARECIDA D'OESTE,RODONAVES,SP,9,INTERIOR
ASPASIA,RODONAVES,SP,11,INTERIOR
AURIFLAMA,RODONAVES,SP,7,INTERIOR
BANDEIRANTES D'OESTE,RODONAVES,SP,12,INTERIOR
BRASITANIA,RODONAVES,SP,11,INTERIOR
CARNEIRINHO,RODONAVES,MG,11,INTERIOR
DIRCE REIS,RODONAVES,SP,11,INTERIOR
DOLCINOPOLIS,RODONAVES,SP,11,INTERIOR
ESTRELA D OESTE,RODONAVES,SP,10,INTERIOR
FERNANDOPOLIS,RODONAVES,SP,6,INTERIOR
GUARANI D'OESTE,RODONAVES,SP,12,INTERIOR
GUZOLANDIA,RODONAVES,SP,8,INTERIOR
ILHA SOLTEIRA,RODONAVES,SP,7,INTERIOR
INDIAPORA,RODONAVES,SP,11,INTERIOR
ITURAMA,RODONAVES,MG,6,INTERIOR
JALES,RODONAVES,SP,6,INTERIOR
LIMEIRA DO OESTE,RODONAVES,MG,11,INTERIOR
MACEDONIA,RODONAVES,SP,11,INTERIOR
MARINOPOLIS,RODONAVES,SP,8,INTERIOR
MERIDIANO,RODONAVES,SP,11,INTERIOR
MESOPOLIS,RODONAVES,SP,11,INTERIOR
MIRA ESTRELA,RODONAVES,SP,11,INTERIOR
NOVA CANAA PAULISTA,RODONAVES,SP,11,INTERIOR
OUROESTE,RODONAVES,SP,7,INTERIOR
PALMEIRA D'OESTE,RODONAVES,SP,9,INTERIOR
PARANAPUA,RODONAVES,SP,11,INTERIOR
PEDRANOPOLIS,RODONAVES,SP,11,INTERIOR
PEREIRA BARRETO,RODONAVES,SP,7,INTERIOR
PONTALINDA,RODONAVES,SP,11,INTERIOR
POPULINA,RODONAVES,SP,11,INTERIOR
RUBINEIA,RODONAVES,SP,11,INTERIOR
SANTA ALBERTINA,RODONAVES,SP,11,INTERIOR
SANTA CLARA D'OESTE,RODONAVES,SP,12,INTERIOR
SANTA FE DO SUL,RODONAVES,SP,7,INTERIOR
SANTA RITA D'OESTE,RODONAVES,SP,12,INTERIOR
SANTA SALETE,RODONAVES,SP,11,INTERIOR
SANTANA DA PONTE PENSA,RODONAVES,SP,11,INTERIOR
SAO FRANCISCO,RODONAVES,SP,11,INTERIOR
SAO JOAO DAS DUAS PONTES,RODONAVES,SP,11,INTERIOR
SUD MENNUCCI,RODONAVES,SP,8,INTERIOR
SUZANAPOLIS,RODONAVES,SP,8,INTERIOR
TRES FRONTEIRAS,RODONAVES,SP,8,INTERIOR
TURMALINA,RODONAVES,SP,11,INTERIOR
URANIA,RODONAVES,SP,7,INTERIOR
VITORIA BRASIL,RODONAVES,SP,11,INTERIOR
AGUAS MORNAS,RODONAVES,SC,11,CAPITAL
ANGELINA,RODONAVES,SC,11,CAPITAL
ANITAPOLIS,RODONAVES,SC,11,CAPITAL
ANTONIO CARLOS,RODONAVES,SC,11,CAPITAL
BIGUACU,RODONAVES,SC,7,CAPITAL
FLORIANOPOLIS,RODONAVES,SC,7,CAPITAL
GOVERNADOR CELSO RAMOS,RODONAVES,SC,11,CAPITAL
PALHOCA,RODONAVES,SC,7,CAPITAL
RANCHO QUEIMADO,RODONAVES,SC,11,CAPITAL
SANTO AMARO DA IMPERATRIZ,RODONAVES,SC,9,CAPITAL
SAO BONIFACIO,RODONAVES,SC,11,CAPITAL
SAO JOSE,RODONAVES,SC,7,CAPITAL
SAO PEDRO DE ALCANTARA,RODONAVES,SC,11,CAPITAL
ARCOS,RODONAVES,MG,7,INTERIOR
BAMBUI,RODONAVES,MG,9,INTERIOR
CAPITOLIO,RODONAVES,MG,9,INTERIOR
CORREGO FUNDO,RODONAVES,MG,9,INTERIOR
FORMIGA,RODONAVES,MG,7,INTERIOR
IGUATAMA,RODONAVES,MG,9,INTERIOR
ITAPECERICA,RODONAVES,MG,11,INTERIOR
LAGOA DA PRATA,RODONAVES,MG,7,INTERIOR
LUZ,RODONAVES,MG,11,INTERIOR
MOEMA,RODONAVES,MG,11,INTERIOR
PAINS,RODONAVES,MG,9,INTERIOR
PEDRA DO INDAIA,RODONAVES,MG,9,INTERIOR
PIMENTA,RODONAVES,MG,7,INTERIOR
PIUMHI,RODONAVES,MG,7,INTERIOR
SANTO ANTONIO DO MONTE,RODONAVES,MG,9,INTERIOR
SAO ROQUE DE MINAS,RODONAVES,MG,11,INTERIOR
VARGEM BONITA,RODONAVES,MG,11,INTERIOR
FOZ DO IGUACU,RODONAVES,PR,9,INTERIOR
SANTA TEREZINHA DE ITAIPU,RODONAVES,PR,10,INTERIOR
CRISTAIS PAULISTA,RODONAVES,SP,9,INTERIOR
FRANCA,RODONAVES,SP,6,INTERIOR
ITIRAPUA,RODONAVES,SP,9,INTERIOR
JERIQUARA,RODONAVES,SP,9,INTERIOR
PATROCINIO PAULISTA,RODONAVES,SP,9,INTERIOR
PEDREGULHO,RODONAVES,SP,9,INTERIOR
RESTINGA,RODONAVES,SP,9,INTERIOR
RIBEIRAO CORRENTE,RODONAVES,SP,11,INTERIOR
RIFAINA,RODONAVES,SP,11,INTERIOR
AMPERE,RODONAVES,PR,8,INTERIOR
BARRACAO,RODONAVES,PR,8,INTERIOR
BELA VISTA DA CAROBA,RODONAVES,PR,11,INTERIOR
BOA ESPERANCA DO IGUACU,RODONAVES,PR,11,INTERIOR
BOM JESUS DO SUL,RODONAVES,PR,9,INTERIOR
CAPANEMA,RODONAVES,PR,8,INTERIOR
CRUZEIRO DO IGUACU,RODONAVES,PR,11,INTERIOR
DIONISIO CERQUEIRA,RODONAVES,SC,8,INTERIOR
DOIS VIZINHOS,RODONAVES,PR,8,INTERIOR
ENEAS MARQUES,RODONAVES,PR,9,INTERIOR
FLOR DA SERRA DO SUL,RODONAVES,PR,11,INTERIOR
FRANCISCO BELTRAO,RODONAVES,PR,7,INTERIOR
MANFRINOPOLIS,RODONAVES,PR,11,INTERIOR
MARMELEIRO,RODONAVES,PR,7,INTERIOR
NOVA ESPERANCA DO SUDOESTE,RODONAVES,PR,11,INTERIOR
NOVA PRATA DO IGUACU,RODONAVES,PR,11,INTERIOR
PALMA SOLA,RODONAVES,SC,11,INTERIOR
PEROLA D'OESTE,RODONAVES,PR,10,INTERIOR
PINHAL DE SAO BENTO,RODONAVES,PR,11,INTERIOR
PLANALTO,RODONAVES,PR,11,INTERIOR
PRANCHITA,RODONAVES,PR,9,INTERIOR
REALEZA,RODONAVES,PR,8,INTERIOR
RENASCENCA,RODONAVES,PR,7,INTERIOR
SALGADO FILHO,RODONAVES,PR,11,INTERIOR
SALTO DO LONTRA,RODONAVES,PR,11,INTERIOR
SANTA IZABEL DO OESTE,RODONAVES,PR,9,INTERIOR
SANTO ANTONIO DO SUDOESTE,RODONAVES,PR,8,INTERIOR
SAO JORGE D'OESTE,RODONAVES,PR,12,INTERIOR
ALPESTRE,RODONAVES,RS,10,INTERIOR
AMETISTA DO SUL,RODONAVES,RS,10,INTERIOR
BOA VISTA DAS MISSOES,RODONAVES,RS,10,INTERIOR
CAICARA,RODONAVES,RS,10,INTERIOR
CERRO GRANDE,RODONAVES,RS,12,INTERIOR
CRISTAL DO SUL,RODONAVES,RS,12,INTERIOR
DOIS IRMAOS DAS MISSOES,RODONAVES,RS,12,INTERIOR
ERVAL SECO,RODONAVES,RS,12,INTERIOR
FREDERICO WESTPHALEN,RODONAVES,RS,8,INTERIOR
IRAI,RODONAVES,RS,10,INTERIOR
JABOTICABA,RODONAVES,RS,10,INTERIOR
LAJEADO DO BUGRE,RODONAVES,RS,12,INTERIOR
NOVO TIRADENTES,RODONAVES,RS,12,INTERIOR
PALMITINHO,RODONAVES,RS,12,INTERIOR
PINHAL,RODONAVES,RS,12,INTERIOR
PINHEIRINHO DO VALE,RODONAVES,RS,12,INTERIOR
PLANALTO,RODONAVES,RS,10,INTERIOR
RODEIO BONITO,RODONAVES,RS,12,INTERIOR
SAGRADA FAMILIA,RODONAVES,RS,12,INTERIOR
SAO PEDRO DAS MISSOES,RODONAVES,RS,12,INTERIOR
SEBERI,RODONAVES,RS,10,INTERIOR
TAQUARUCU DO SUL,RODONAVES,RS,12,INTERIOR
VICENTE DUTRA,RODONAVES,RS,10,INTERIOR
VISTA ALEGRE,RODONAVES,RS,12,INTERIOR
CAMPO FLORIDO,RODONAVES,MG,11,INTERIOR
COLOMBIA,RODONAVES,SP,8,INTERIOR
CONCEICAO DAS ALAGOAS,RODONAVES,MG,6,INTERIOR
FRONTEIRA,RODONAVES,MG,11,INTERIOR
FRUTAL,RODONAVES,MG,6,INTERIOR
ITAPAGIPE,RODONAVES,MG,8,INTERIOR
PIRAJUBA,RODONAVES,MG,11,INTERIOR
PLANURA,RODONAVES,MG,8,INTERIOR
BARAO,RODONAVES,RS,8,INTERIOR
BENTO GONCALVES,RODONAVES,RS,8,INTERIOR
BOA VISTA DO SUL,RODONAVES,RS,12,INTERIOR
CARLOS BARBOSA,RODONAVES,RS,8,INTERIOR
CORONEL PILAR,RODONAVES,RS,12,INTERIOR
GARIBALDI,RODONAVES,RS,8,INTERIOR
MONTE BELO DO SUL,RODONAVES,RS,12,INTERIOR
PINTO BANDEIRA,RODONAVES,RS,12,INTERIOR
SALVADOR DO SUL,RODONAVES,RS,8,INTERIOR
SANTA TEREZA,RODONAVES,RS,12,INTERIOR
SAO PEDRO DA SERRA,RODONAVES,RS,8,INTERIOR
ABADIANIA,RODONAVES,GO,10,INTERIOR
ACREUNA,RODONAVES,GO,10,INTERIOR
ADELANDIA,RODONAVES,GO,12,INTERIOR
AGUA LIMPA,RODONAVES,GO,12,INTERIOR
ALEXANIA,RODONAVES,GO,10,INTERIOR
ALOANDIA,RODONAVES,GO,10,INTERIOR
AMERICANO DO BRASIL,RODONAVES,GO,10,INTERIOR
ANICUNS,RODONAVES,GO,10,INTERIOR
ARACU,RODONAVES,GO,10,INTERIOR
ARAGOIANIA,RODONAVES,GO,10,INTERIOR
AURILANDIA,RODONAVES,GO,12,INTERIOR
AVELINOPOLIS,RODONAVES,GO,12,INTERIOR
BELA VISTA DE GOIAS,RODONAVES,GO,10,INTERIOR
BONFINOPOLIS,RODONAVES,GO,10,INTERIOR
BRAZABRANTES,RODONAVES,GO,12,INTERIOR
BURITI DE GOIAS,RODONAVES,GO,10,INTERIOR
CACHOEIRA DE GOIAS,RODONAVES,GO,12,INTERIOR
CALCILANDIA,RODONAVES,GO,12,INTERIOR
CALDAZINHA,RODONAVES,GO,10,INTERIOR
CAMPESTRE DE GOIAS,RODONAVES,GO,10,INTERIOR
CAMPO LIMPO DE GOIAS,RODONAVES,GO,10,INTERIOR
CARMO DO RIO VERDE,RODONAVES,GO,10,INTERIOR
CATURAI,RODONAVES,GO,10,INTERIOR
CERES,RODONAVES,GO,10,INTERIOR
CEZARINA,RODONAVES,GO,10,INTERIOR
CHOUPANA,RODONAVES,GO,12,INTERIOR
COCALZINHO DE GOIAS,RODONAVES,GO,10,INTERIOR
CORREGO DO OURO,RODONAVES,GO,10,INTERIOR
CORUMBA DE GOIAS,RODONAVES,GO,10,INTERIOR
CRISTIANOPOLIS,RODONAVES,GO,10,INTERIOR
CROMINIA,RODONAVES,GO,10,INTERIOR
DAMOLANDIA,RODONAVES,GO,10,INTERIOR
DIOLANDIA,RODONAVES,GO,12,INTERIOR
EDEALINA,RODONAVES,GO,10,INTERIOR
EDEIA,RODONAVES,GO,10,INTERIOR
FIRMINOPOLIS,RODONAVES,GO,10,INTERIOR
GAMELEIRA DE GOIAS,RODONAVES,GO,12,INTERIOR
GOIANESIA,RODONAVES,GO,10,INTERIOR
GOIAS,RODONAVES,GO,10,INTERIOR
GUAPO,RODONAVES,GO,10,INTERIOR
GUARAITA,RODONAVES,GO,12,INTERIOR
HEITORAI,RODONAVES,GO,10,INTERIOR
HIDROLANDIA,RODONAVES,GO,10,INTERIOR
INDIARA,RODONAVES,GO,10,INTERIOR
ISRAELANDIA,RODONAVES,GO,12,INTERIOR
ITABERAI,RODONAVES,GO,10,INTERIOR
ITAGUARI,RODONAVES,GO,10,INTERIOR
ITAGUARU,RODONAVES,GO,10,INTERIOR
ITAPIRAPUA,RODONAVES,GO,10,INTERIOR
ITAPURANGA,RODONAVES,GO,10,INTERIOR
ITAUCU,RODONAVES,GO,10,INTERIOR
JANDAIA,RODONAVES,GO,10,INTERIOR
JARAGUA,RODONAVES,GO,10,INTERIOR
JESUPOLIS,RODONAVES,GO,10,INTERIOR
JOVIANIA,RODONAVES,GO,10,INTERIOR
LEOPOLDO DE BULHOES,RODONAVES,GO,10,INTERIOR
MAIRIPOTABA,RODONAVES,GO,10,INTERIOR
MOIPORA,RODONAVES,GO,12,INTERIOR
MOSSAMEDES,RODONAVES,GO,12,INTERIOR
NAZARIO,RODONAVES,GO,10,INTERIOR
NOVA VENEZA,RODONAVES,GO,10,INTERIOR
NOVO BRASIL,RODONAVES,GO,10,INTERIOR
OURO VERDE DE GOIAS,RODONAVES,GO,10,INTERIOR
PALMEIRAS DE GOIAS,RODONAVES,GO,10,INTERIOR
PALMELO,RODONAVES,GO,12,INTERIOR
PALMINOPOLIS,RODONAVES,GO,10,INTERIOR
PARAUNA,RODONAVES,GO,10,INTERIOR
PETROLINA DE GOIAS,RODONAVES,GO,10,INTERIOR
PIRACANJUBA,RODONAVES,GO,10,INTERIOR
PIRENOPOLIS,RODONAVES,GO,10,INTERIOR
PORTEIRAO,RODONAVES,GO,12,INTERIOR
POSSELANDIA,RODONAVES,GO,10,INTERIOR
PROFESSOR JAMIL,RODONAVES,GO,10,INTERIOR
RIALMA,RODONAVES,GO,10,INTERIOR
RIANAPOLIS,RODONAVES,GO,10,INTERIOR
SANCLERLANDIA,RODONAVES,GO,10,INTERIOR
SANTA BARBARA DE GOIAS,RODONAVES,GO,10,INTERIOR
SANTA CRUZ DE GOIAS,RODONAVES,GO,12,INTERIOR
SANTA RITA DO NOVO DESTINO,RODONAVES,GO,12,INTERIOR
SANTA ROSA DE GOIAS,RODONAVES,GO,10,INTERIOR
SANTO ANTONIO DA BARRA,RODONAVES,GO,10,INTERIOR
SANTO ANTONIO DE GOIAS,RODONAVES,GO,10,INTERIOR
SANTO ANTONIO DO DESCOBERTO,RODONAVES,GO,10,INTERIOR
SAO FRANCISCO DE GOIAS,RODONAVES,GO,10,INTERIOR
SAO JOAO DA PARAUNA,RODONAVES,GO,10,INTERIOR
SAO LUIS DE MONTES BELOS,RODONAVES,GO,10,INTERIOR
SAO MIGUEL DO PASSA QUATR,RODONAVES,GO,10,INTERIOR
SAO PATRICIO,RODONAVES,GO,12,INTERIOR
SILVANIA,RODONAVES,GO,10,INTERIOR
TAQUARAL DE GOIAS,RODONAVES,GO,10,INTERIOR
TURVANIA,RODONAVES,GO,10,INTERIOR
URUANA,RODONAVES,GO,10,INTERIOR
URUITA,RODONAVES,GO,12,INTERIOR
VARJAO,RODONAVES,GO,10,INTERIOR
VIANOPOLIS,RODONAVES,GO,10,INTERIOR
VICENTINOPOLIS,RODONAVES,GO,10,INTERIOR
VILA PROPICIO,RODONAVES,GO,12,INTERIOR
ABADIA DE GOIAS,RODONAVES,GO,11,CAPITAL
APARECIDA DE GOIANIA,RODONAVES,GO,7,CAPITAL
GOIANIA,RODONAVES,GO,7,CAPITAL
GOIANIRA,RODONAVES,GO,11,CAPITAL
INHUMAS,RODONAVES,GO,9,CAPITAL
NEROPOLIS,RODONAVES,GO,11,CAPITAL
SENADOR CANEDO,RODONAVES,GO,7,CAPITAL
TRINDADE,RODONAVES,GO,9,CAPITAL
AGUA FRIA DE GOIAS,RODONAVES,GO,12,INTERIOR
ALTO HORIZONTE,RODONAVES,GO,12,INTERIOR
ALTO PARAISO DE GOIAS,RODONAVES,GO,12,INTERIOR
ALVORADA DO NORTE,RODONAVES,GO,12,INTERIOR
AMARALINA,RODONAVES,GO,12,INTERIOR
AMORINOPOLIS,RODONAVES,GO,12,INTERIOR
ANHANGUERA,RODONAVES,GO,12,INTERIOR
APARECIDA DO RIO DOCE,RODONAVES,GO,10,INTERIOR
APORE,RODONAVES,GO,12,INTERIOR
ARAGARCAS,RODONAVES,GO,10,INTERIOR
ARAGUAPAZ,RODONAVES,GO,10,INTERIOR
ARENOPOLIS,RODONAVES,GO,12,INTERIOR
ARUANA,RODONAVES,GO,10,INTERIOR
BALIZA,RODONAVES,GO,12,INTERIOR
BARRO ALTO,RODONAVES,GO,10,INTERIOR
BOM JARDIM DE GOIAS,RODONAVES,GO,10,INTERIOR
BONOPOLIS,RODONAVES,GO,12,INTERIOR
BRITANIA,RODONAVES,GO,10,INTERIOR
BURITINOPOLIS,RODONAVES,GO,12,INTERIOR
CABECEIRAS,RODONAVES,GO,12,INTERIOR
CAIAPONIA,RODONAVES,GO,10,INTERIOR
CAMPINACU,RODONAVES,GO,10,INTERIOR
CAMPINORTE,RODONAVES,GO,10,INTERIOR
CAMPO ALEGRE DE GOIAS,RODONAVES,GO,12,INTERIOR
CAMPOS BELOS,RODONAVES,GO,10,INTERIOR
CAMPOS VERDES,RODONAVES,GO,12,INTERIOR
CASTELANDIA,RODONAVES,GO,10,INTERIOR
CAVALCANTE,RODONAVES,GO,10,INTERIOR
COLINAS DO SUL,RODONAVES,GO,10,INTERIOR
CORUMBAIBA,RODONAVES,GO,10,INTERIOR
CRIXAS,RODONAVES,GO,10,INTERIOR
CUMARI,RODONAVES,GO,12,INTERIOR
DAMIANOPOLIS,RODONAVES,GO,12,INTERIOR
DAVINOPOLIS,RODONAVES,GO,10,INTERIOR
DIORAMA,RODONAVES,GO,12,INTERIOR
DIVINOPOLIS DE GOIAS,RODONAVES,GO,12,INTERIOR
DOVERLANDIA,RODONAVES,GO,10,INTERIOR
ESTRELA DO NORTE,RODONAVES,GO,12,INTERIOR
FAINA,RODONAVES,GO,10,INTERIOR
FAZENDA NOVA,RODONAVES,GO,10,INTERIOR
FLORES DE GOIAS,RODONAVES,GO,12,INTERIOR
FORMOSO,RODONAVES,GO,10,INTERIOR
GOUVELANDIA,RODONAVES,GO,12,INTERIOR
GUARANI DE GOIAS,RODONAVES,GO,12,INTERIOR
